Malleolus Medialis, 7.88588, -169.65, 24.3018
Fibular Notch, -20.2365, -158.637, 3.45286
Epicondylus Medialis, 33.6741, 153.995, -8.85738
Epicondylus Lateralis, -37.9465, 162.127, -11.2845
Tuberositas Tibiae, -17.9417, 135.049, 24.1432
Most Proximal Point, 1.49641, 168.845, -13.3436
Condylus Medialis, 16.6229, 147.246, -28.5325
Condylus Lateralis, -23.8973, 154.21, -30.6682
