Malleolus Medialis, -19.0751, -166.258, 16.0275
Fibular Notch, 11.0298, -155.862, -1.10192
Epicondylus Medialis, -35.5627, 151.85, -7.15097
Epicondylus Lateralis, 31.4813, 158.199, 5.15514
Tuberositas Tibiae, 7.32182, 131.377, 28.6268
Most Proximal Point, -5.91118, 164.584, -8.42101
Condylus Medialis, -15.1053, 150.26, -24.243
Condylus Lateralis, 19.8058, 152.31, -18.0704
